"Date","HDFCBANK.NS.Open","HDFCBANK.NS.High","HDFCBANK.NS.Low","HDFCBANK.NS.Close","HDFCBANK.NS.Volume","HDFCBANK.NS.Adjusted"
2017-03-09,1381.650024,1398.699951,1381.650024,1394.199951,877329,1384.99707
2017-03-10,1395,1408,1393.150024,1400.099976,1465176,1390.858154
2017-03-14,1422.099976,1424.150024,1406.650024,1410.699951,1788755,1401.388184
2017-03-15,1410.949951,1420,1410.550049,1416.599976,1067965,1407.249146
2017-03-16,1418.099976,1422.849976,1413.650024,1417.349976,1245027,1407.994263
2017-03-17,1418.550049,1427.5,1412.849976,1425.849976,847616,1416.43811
2017-03-20,1426.650024,1439.849976,1425.949951,1436.099976,2035586,1426.620483
2017-03-21,1434,1445,1434,1440.949951,1389320,1431.438477
2017-03-22,1427.699951,1437,1425.800049,1430.900024,1409136,1421.454834
2017-03-23,1434.400024,1435,1422.900024,1430.900024,1230618,1421.454834
2017-03-24,1433,1434.449951,1422,1424.349976,952591,1414.947998
2017-03-27,1424,1424,1404.050049,1409.849976,1466021,1400.543701
2017-03-28,1418.300049,1424.699951,1413.099976,1420.199951,2015350,1410.825439
2017-03-29,1420.800049,1434.800049,1420,1428.599976,2143943,1419.170044
2017-03-30,1428,1479.949951,1425.050049,1466.199951,8580273,1456.521729
2017-03-31,1453.800049,1454,1436.550049,1442.550049,2412848,1433.027954
2017-04-03,1446,1450.099976,1426,1433.199951,1037263,1423.739624
2017-04-05,1435.25,1446.5,1427.550049,1432.349976,1436020,1422.895264
2017-04-06,1431.5,1443,1425.050049,1438.5,1531104,1429.004639
2017-04-07,1431.050049,1445,1428.599976,1438.849976,1162090,1429.352295
2017-04-10,1443,1443,1432.650024,1434.150024,848469,1424.68335
2017-04-11,1434,1441.199951,1431.5,1439.5,1089065,1429.998047
2017-04-12,1439,1449.949951,1435.5,1443.699951,891273,1434.170288
2017-04-13,1443,1448.900024,1437.050049,1440.300049,1201059,1430.792847
2017-04-17,1440.300049,1443.800049,1428.25,1436.800049,1784264,1427.315918
2017-04-18,1440,1455,1438,1447.300049,909715,1437.746582
2017-04-19,1447,1456.75,1438,1449,1084536,1439.435303
2017-04-20,1453,1466.050049,1452.949951,1462.150024,1445343,1452.498535
2017-04-21,1466,1499,1453.300049,1496.599976,4314508,1486.721191
2017-04-24,1498.099976,1539,1497,1533.050049,5051738,1522.930664
2017-04-25,1535.050049,1545.5,1529.599976,1537.050049,2264445,1526.904175
2017-04-26,1542.949951,1553,1468.449951,1550.650024,1948963,1540.414429
2017-04-27,1546.099976,1573.949951,1546.099976,1568.599976,4045105,1558.24585
2017-04-28,1559.900024,1559.900024,1537.099976,1546.5,1359432,1536.291748
2017-05-02,1547,1550.900024,1530.349976,1540.599976,1001760,1530.430664
2017-05-03,1554.25,1554.25,1539.349976,1544.300049,626991,1534.106323
2017-05-04,1539.25,1542.900024,1522.599976,1534.800049,1282757,1524.669067
2017-05-05,1542.099976,1542.900024,1526.300049,1532.199951,689474,1522.08606
2017-05-08,1538,1540,1528.550049,1534.800049,936813,1524.669067
2017-05-09,1534.800049,1545.599976,1532.650024,1535.75,836459,1525.612793
2017-05-10,1540,1555,1537.050049,1551.800049,585561,1541.556885
2017-05-11,1551,1560,1541,1546.400024,968936,1536.192505
2017-05-12,1545.900024,1556.900024,1536.199951,1551.650024,1536901,1541.407837
2017-05-15,1550,1557.199951,1542.25,1553.400024,701195,1543.14624
2017-05-16,1555,1562,1548.25,1559.650024,897594,1549.35498
2017-05-17,1558.800049,1565.400024,1551.5,1557.150024,868118,1546.87146
2017-05-18,1549,1561.5,1548.099976,1557.099976,776820,1546.821777
2017-05-19,1559.5,1569.900024,1545.25,1561.25,713534,1550.944458
2017-05-22,1565.099976,1580,1563.099976,1576,715013,1565.597046
2017-05-23,1580,1583.550049,1565,1569.099976,770043,1558.742554
2017-05-24,1569.050049,1575.449951,1562,1566.75,866847,1556.408081
2017-05-25,1567.099976,1629.400024,1567.099976,1617.150024,5022701,1606.475464
2017-05-26,1606.650024,1632,1601.099976,1626,1360789,1615.266968
2017-05-29,1619.800049,1648,1617.650024,1631.900024,1479085,1621.128052
2017-05-30,1630,1633.5,1616.150024,1629.050049,1108546,1618.296875
2017-05-31,1625,1643,1623.150024,1636.199951,1329728,1625.399658
2017-06-01,1639,1639.849976,1620.550049,1628.599976,839885,1617.849854
2017-06-02,1634,1646.099976,1626.199951,1634.25,803386,1623.462524
2017-06-05,1633.699951,1638.949951,1625,1635.550049,724975,1624.754028
2017-06-06,1635,1643.800049,1630,1638.949951,1250658,1628.13147
2017-06-07,1640.400024,1644.900024,1630.349976,1640.800049,638569,1629.96936
2017-06-08,1643.900024,1659.400024,1641.650024,1644.75,1062192,1633.893188
2017-06-09,1640.099976,1670,1640.099976,1666.800049,1326318,1655.797729
2017-06-12,1664,1676,1660,1668.75,992853,1657.734863
2017-06-13,1661.75,1691.900024,1661,1676.699951,1262905,1665.632324
2017-06-14,1675,1679.949951,1667,1671.199951,964590,1660.168579
2017-06-15,1668,1675.599976,1653.599976,1664.349976,881673,1653.363892
2017-06-16,1665,1674.699951,1658.099976,1669.25,938776,1658.231567
2017-06-19,1671,1696,1668.400024,1692.900024,956383,1681.725464
2017-06-20,1690,1694,1679.849976,1686.550049,915066,1675.417358
2017-06-21,1682.599976,1701.25,1679.599976,1698.699951,852733,1687.487061
2017-06-22,1694.949951,1716,1691.199951,1698,1668865,1686.791748
2017-06-23,1702,1702.75,1675.199951,1678.650024,1304367,1667.569458
2017-06-27,1689,1695,1656.25,1667.650024,1500108,1656.64209
2017-06-28,1665,1675,1657.800049,1666.449951,1112259,1655.449951
2017-06-29,1667,1681.900024,1651.099976,1663.050049,2296927,1663.050049
2017-06-30,1653.800049,1660,1643,1652.050049,1082608,1652.050049
2017-07-03,1652.599976,1667.5,1647.25,1658.599976,876083,1658.599976
2017-07-04,1660.25,1666.699951,1652,1653.349976,941520,1653.349976
2017-07-05,1653.099976,1659.5,1645,1648.75,1003550,1648.75
2017-07-06,1652.550049,1663,1651.349976,1658.150024,1142919,1658.150024
2017-07-07,1660.849976,1669.599976,1658,1667.199951,1379349,1667.199951
2017-07-10,1668,1748,1661.050049,1676.349976,327313,1676.349976
2017-07-11,1677.550049,1690.800049,1667.099976,1680.400024,1102570,1680.400024
2017-07-12,1680,1685,1658.550049,1681.25,1434723,1681.25
2017-07-13,1688,1693.300049,1679.650024,1683.550049,1120251,1683.550049
2017-07-14,1683.900024,1686.050049,1672,1679.949951,610813,1679.949951
2017-07-17,1682.550049,1687.650024,1677,1682.349976,599835,1682.349976
2017-07-18,1679.699951,1687.849976,1677.349976,1683.550049,580547,1683.550049
2017-07-19,1685,1696.199951,1681.849976,1692.300049,996811,1692.300049
2017-07-20,1693.900024,1715,1688.150024,1710.900024,924619,1710.900024
2017-07-21,1714.099976,1715.25,1700,1703.050049,968377,1703.050049
2017-07-24,1710,1740,1695,1735.099976,4919544,1735.099976
2017-07-25,1759,1759,1733.050049,1739.650024,2790117,1739.650024
2017-07-26,1742,1755,1732.5,1747.550049,973836,1747.550049
2017-07-27,1756,1798.800049,1751.550049,1789.650024,4490428,1789.650024
2017-07-28,1772,1786.5,1761.099976,1778.5,2313849,1778.5
2017-07-31,1777.550049,1791,1766.550049,1784.400024,1842285,1784.400024
2017-08-01,1781.849976,1809.150024,1772.199951,1797.199951,2129215,1797.199951
2017-08-02,1807,1807,1782.050049,1791.650024,1849479,1791.650024
2017-08-03,1788,1792,1774.400024,1779.949951,1064196,1779.949951
2017-08-04,1777,1796.75,1766.150024,1790.25,886267,1790.25
2017-08-07,1786,1796.449951,1785,1788.550049,479665,1788.550049
2017-08-08,1792.099976,1797.25,1766.099976,1777.900024,1008843,1777.900024
2017-08-09,1771,1777.050049,1758.349976,1764.449951,817514,1764.449951
2017-08-10,1760,1766,1752.849976,1760.449951,1947111,1760.449951
2017-08-11,1745,1758,1731.150024,1749.050049,1589959,1749.050049
2017-08-14,1753,1774.949951,1748,1757.199951,894271,1757.199951
2017-08-16,1762.349976,1789.800049,1748.550049,1781.25,1106708,1781.25
2017-08-17,1776.25,1780.949951,1753.75,1765.400024,1363717,1765.400024
2017-08-18,1760,1761,1743,1752.150024,926866,1752.150024
2017-08-21,1754,1759,1738.199951,1743.199951,1002431,1743.199951
2017-08-22,1751.300049,1754,1736.800049,1747,1652389,1747
2017-08-23,1750,1777.949951,1750,1772.449951,840131,1772.449951
2017-08-24,1774.900024,1774.949951,1759.150024,1762.5,1969569,1762.5
2017-08-28,1762.400024,1771.150024,1758.349976,1762.25,376946,1762.25
2017-08-29,1759,1759,1738,1746.150024,1229649,1746.150024
2017-08-30,1751.949951,1770,1750.050049,1768.550049,673580,1768.550049
2017-08-31,1772,1779.849976,1756.400024,1776.449951,1825859,1776.449951
2017-09-01,1781,1781.449951,1761.099976,1767.599976,573793,1767.599976
2017-09-04,1765,1765,1746.099976,1750.900024,910631,1750.900024
2017-09-05,1757,1764.900024,1751,1755.349976,920609,1755.349976
2017-09-06,1743.75,1762.800049,1738,1759.900024,1437908,1759.900024
2017-09-07,1760.099976,1776.75,1760.099976,1766.550049,1736605,1766.550049
2017-09-08,1773.400024,1790,1771,1787.650024,2077916,1787.650024
2017-09-11,1793,1829,1790.199951,1823.349976,2869419,1823.349976
2017-09-12,1827.699951,1839.900024,1818.300049,1835.199951,1671920,1835.199951
2017-09-13,1835,1849,1824,1841.849976,1248844,1841.849976
2017-09-14,1840.150024,1852.5,1831.5,1839.400024,2038504,1839.400024
2017-09-15,1836,1851.800049,1833.449951,1848.949951,941833,1848.949951
2017-09-18,1853.550049,1864.449951,1852.5,1860.449951,1021232,1860.449951
2017-09-19,1864.900024,1868,1847.550049,1849.699951,1060367,1849.699951
2017-09-20,1848,1861.449951,1845.25,1848.849976,861532,1848.849976
2017-09-21,1848,1848.5,1830.699951,1839.099976,1928124,1839.099976
2017-09-22,1834.800049,1838.949951,1820,1824.099976,2060881,1824.099976
2017-09-25,1822.449951,1822.449951,1792.599976,1799.75,2537307,1799.75
2017-09-26,1789.050049,1796.599976,1785,1792.300049,2859683,1792.300049
2017-09-27,1796,1805.599976,1770,1776.5,1834305,1776.5
2017-09-28,1774,1799,1763.300049,1795.300049,6911616,1795.300049
2017-09-29,1800.099976,1822,1796.25,1805.699951,1553408,1805.699951
2017-10-03,1808,1821,1797.099976,1808.849976,1098606,1808.849976
2017-10-04,1807.900024,1811.900024,1793.349976,1797,1656276,1797
2017-10-05,1795,1805,1793.099976,1798.599976,834049,1798.599976
2017-10-06,1798,1804.449951,1794,1800.099976,757665,1800.099976
2017-10-09,1798.800049,1803,1790.5,1795.5,765623,1795.5
2017-10-10,1799,1814.949951,1792.650024,1802.699951,949545,1802.699951
2017-10-11,1803.25,1815.25,1787.599976,1790.150024,1316860,1790.150024
2017-10-12,1795.099976,1821.449951,1788,1818.800049,1345390,1818.800049
2017-10-13,1826.699951,1856.550049,1822,1850.800049,1608366,1850.800049
2017-10-16,1860,1873.25,1842,1857.150024,818636,1857.150024
2017-10-17,1850,1853.699951,1839.099976,1851.25,653322,1851.25
2017-10-18,1841,1875,1839,1868.5,981680,1868.5
2017-10-19,1861.800049,1865,1840.650024,1848.400024,142502,1848.400024
2017-10-23,1859.900024,1869.699951,1836.050049,1863.300049,1040723,1863.300049
2017-10-24,1863,1879.599976,1853,1867.099976,2832218,1867.099976
2017-10-25,1860,1863,1785,1795.099976,5341802,1795.099976
2017-10-26,1768,1810,1757.849976,1795.349976,7142866,1795.349976
2017-10-27,1804.400024,1807.5,1779,1791.050049,1868022,1791.050049
2017-10-30,1798.25,1816,1792.400024,1815,1355588,1815
2017-10-31,1811.5,1811.5,1799.25,1808.5,1170615,1808.5
2017-11-01,1815.099976,1825,1812,1821.199951,1047653,1821.199951
2017-11-02,1823,1829.800049,1816.949951,1822.099976,1184486,1822.099976
2017-11-03,1825.699951,1840,1821.599976,1830.699951,952622,1830.699951
2017-11-06,1825,1840,1822.599976,1828.599976,1537061,1828.599976
2017-11-07,1838,1844.949951,1820.75,1823.699951,1861594,1823.699951
2017-11-08,1825.199951,1833.599976,1819,1825.949951,820786,1825.949951
2017-11-09,1827,1835,1821.099976,1827.849976,778327,1827.849976
2017-11-10,1821.699951,1834.800049,1812.349976,1822,1936090,1822
2017-11-13,1822,1823.150024,1795,1813.550049,833968,1813.550049
2017-11-14,1815.900024,1819,1800,1802.349976,1178117,1802.349976
2017-11-15,1798,1803.650024,1788,1800.25,1537092,1800.25
2017-11-16,1804,1816,1795.199951,1807.699951,1003243,1807.699951
2017-11-17,1828.699951,1838.300049,1813.150024,1825.550049,1589693,1825.550049
2017-11-20,1829,1839.699951,1829,1838.150024,598106,1838.150024
2017-11-21,1837.449951,1850,1836.099976,1846.25,568883,1846.25
2017-11-22,1849.699951,1860,1844.550049,1855.25,1415199,1855.25
2017-11-23,1859,1860,1838,1842.849976,808145,1842.849976
2017-11-24,1843,1857.800049,1841,1851.400024,1300921,1851.400024
2017-11-27,1849,1862,1845.599976,1857.550049,967618,1857.550049
2017-11-28,1856,1871,1855.849976,1865.349976,1272635,1865.349976
2017-11-29,1865,1875.5,1855.800049,1873.300049,818646,1873.300049
2017-11-30,1868.699951,1873.949951,1840,1853.699951,1449078,1853.699951
2017-12-01,1854.900024,1860,1844.099976,1848.199951,964537,1848.199951
2017-12-04,1854.900024,1854.900024,1830.099976,1834.099976,910483,1834.099976
2017-12-05,1826,1828.550049,1807,1820.449951,973340,1820.449951
2017-12-06,1819.949951,1821.349976,1799,1803.300049,1598780,1803.300049
2017-12-07,1806.650024,1816.599976,1803.099976,1809.650024,1057826,1809.650024
2017-12-08,1814,1853,1814,1840.400024,2239100,1840.400024
2017-12-11,1848,1851.75,1840,1846.400024,799558,1846.400024
2017-12-12,1849.099976,1849.900024,1815.949951,1819.900024,602647,1819.900024
2017-12-13,1820.050049,1845,1815.099976,1821.349976,726865,1821.349976
2017-12-14,1824,1840,1812,1838.050049,920773,1838.050049
2017-12-15,1856,1888,1855.5,1873.449951,3112531,1873.449951
2017-12-18,1855,1899,1809.300049,1878.949951,3074497,1878.949951
2017-12-19,1879.800049,1893.650024,1876.150024,1884.5,1238028,1884.5
2017-12-20,1898.900024,1903.099976,1863.650024,1868.150024,2335876,1868.150024
2017-12-21,1879.900024,1885,1865.199951,1868.300049,1713636,1868.300049
2017-12-22,1879,1880,1861.75,1876.650024,1117726,1876.650024
2017-12-26,1881,1882.800049,1856.699951,1868.349976,1696424,1868.349976
2017-12-27,1870.099976,1870.300049,1851.150024,1856.75,872346,1856.75
2017-12-28,1858.900024,1880.900024,1858,1878.050049,2175130,1878.050049
2017-12-29,1876.800049,1879.199951,1868.150024,1872.400024,1586468,1872.400024
2018-01-01,1872.699951,1880.75,1850.5,1854.5,1645129,1854.5
2018-01-02,1858.550049,1875,1858.550049,1872.349976,1194079,1872.349976
2018-01-03,1875,1878.25,1851.199951,1852.650024,1132822,1852.650024
2018-01-04,1853,1865.5,1853,1859.900024,593444,1859.900024
2018-01-05,1863,1868.050049,1855.550049,1863.599976,717717,1863.599976
2018-01-08,1865,1870.699951,1857.75,1860.599976,1142577,1860.599976
2018-01-09,1862,1869.849976,1855,1863.699951,1326382,1863.699951
2018-01-10,1865.199951,1867.900024,1857.300049,1864.199951,1153972,1864.199951
2018-01-11,1864.199951,1876,1856.25,1872.550049,1014774,1872.550049
2018-01-12,1873,1878.150024,1860,1865.300049,1084177,1865.300049
2018-01-15,1869.949951,1904.400024,1859.849976,1897.75,3144111,1897.75
2018-01-16,1903.449951,1910,1885.25,1900.150024,1611346,1900.150024
2018-01-17,1897,1902.550049,1887,1890.5,726374,1890.5
2018-01-18,1924,1954,1918.050049,1934.300049,4162385,1934.300049
2018-01-19,1935.150024,1959.900024,1919.25,1952.199951,2863997,1952.199951
2018-01-22,1960,1988,1953.150024,1963.349976,2212442,1963.349976
2018-01-23,1965,1966.699951,1943.300049,1951.300049,1261949,1951.300049
2018-01-24,1952.550049,1969,1950.599976,1957.650024,1197642,1957.650024
2018-01-25,1953.900024,1980,1950.5,1974.949951,2180917,1974.949951
2018-01-29,1978,2006.949951,1978,1999.650024,2058973,1999.650024
2018-01-30,1997.800049,2001.900024,1984.150024,1995.5,1599390,1995.5
2018-01-31,1989.400024,2013.5,1987,2005.699951,1735837,2005.699951
2018-02-01,2006,2015,1985.300049,1991.150024,1630355,1991.150024
2018-02-02,1986,1989.900024,1941.5,1948,1836531,1948
2018-02-05,1918,1935.25,1905.849976,1913.849976,1981696,1913.849976
2018-02-06,1860,1912,1836.300049,1896.800049,2687451,1896.800049
2018-02-07,1907,1907,1862.400024,1872.800049,2091243,1872.800049
2018-02-08,1884,1898.599976,1866.5,1880.949951,1292861,1880.949951
2018-02-09,1847.900024,1864.699951,1844.099976,1849.5,1602238,1849.5
2018-02-12,1860,1886,1855.150024,1876.650024,1095277,1876.650024
2018-02-14,1889.800049,1897.900024,1874.650024,1883.150024,894297,1883.150024
2018-02-15,1889.699951,1894.75,1875,1881.900024,1228806,1881.900024
2018-02-16,1883.900024,1894.849976,1875.650024,1878.599976,895880,1878.599976
2018-02-19,1882.599976,1887.599976,1859.050049,1878.199951,913638,1878.199951
2018-02-20,1884.75,1885.849976,1858.800049,1863.199951,1021017,1863.199951
2018-02-21,1867.949951,1868.550049,1852.199951,1857.400024,688268,1857.400024
2018-02-22,1850,1860,1841.550049,1853.199951,3313399,1853.199951
2018-02-23,1856.900024,1884.849976,1850.400024,1880.550049,1019187,1880.550049
2018-02-26,1888.099976,1914.800049,1883.550049,1911.550049,1197221,1911.550049
2018-02-27,1914.75,1921.75,1900,1902.550049,1196832,1902.550049
2018-02-28,1889.550049,1895.449951,1878,1884.199951,1016591,1884.199951
2018-03-01,1879.300049,1893.300049,1868,1874.349976,977460,1874.349976
2018-03-05,1874.150024,1878,1858.25,1869.949951,945366,1869.949951
2018-03-06,1870,1879.900024,1839.5,1846.25,1144207,1846.25
2018-03-07,1840,1853.400024,1828.5,1832.599976,1407041,1832.599976
2018-03-08,1839.800049,1858.5,1832,1852.849976,1379681,1852.849976
2018-03-09,1854.949951,1865.25,1844,1851.050049,1027027,1851.050049
2018-03-12,1860.199951,1869.449951,1853.400024,1867.25,1639279,1867.25
2018-03-13,1867.449951,1884.75,1855,1860.25,1281050,1860.25
2018-03-14,1856,1867.900024,1848,1864.5,920098,1864.5
2018-03-15,1865.199951,1887.5,1865.199951,1880.800049,1467731,1880.800049
2018-03-16,1880,1881.099976,1846.550049,1853,1974084,1853
2018-03-19,1853,1860,1843.150024,1847.25,1959685,1847.25
2018-03-20,1845.099976,1855.900024,1835.25,1839.5,914343,1839.5
2018-03-21,1848,1863.199951,1843.300049,1858.900024,1480285,1858.900024
2018-03-22,1858.900024,1880,1855.099976,1867.75,1668306,1867.75
2018-03-23,1846.650024,1853.099976,1837.25,1841.550049,1797538,1841.550049
2018-03-26,1839.900024,1900,1833.5,1893.449951,2625442,1893.449951
2018-03-27,1893.800049,1899,1876,1892.599976,1534209,1892.599976
2018-03-28,1882.949951,1899.699951,1876.050049,1886.099976,2209377,1886.099976
2018-04-02,1890.5,1935.75,1890.5,1931.199951,1149092,1931.199951
2018-04-03,1923.949951,1925.699951,1911,1915.900024,1019971,1915.900024
2018-04-04,1912.949951,1924.949951,1878.449951,1883.25,928527,1883.25
2018-04-05,1901.300049,1914,1890.199951,1908.900024,1214713,1908.900024
2018-04-06,1912.199951,1926.449951,1905.800049,1923.400024,930002,1923.400024
2018-04-09,1918.800049,1942,1916.400024,1939.050049,1000884,1939.050049
2018-04-10,1943,1943,1913.5,1920.849976,1516809,1920.849976
2018-04-11,1915.900024,1920,1905.400024,1918.849976,717703,1918.849976
2018-04-12,1916,1932.900024,1905.900024,1928.800049,1178129,1928.800049
2018-04-13,1928,1940,1919.099976,1925,824293,1925
2018-04-16,1920,1950,1919.849976,1942.099976,711936,1942.099976
2018-04-17,1943.5,1951,1934.099976,1948.5,666958,1948.5
2018-04-18,1951,1953.5,1930.050049,1932.599976,678180,1932.599976
2018-04-19,1940,1944.800049,1933,1939,792258,1939
2018-04-20,1941,1961,1932.150024,1955.900024,2340345,1955.900024
2018-04-23,1979,1979,1860.300049,1935.75,3826155,1935.75
2018-04-24,1935,1948.050049,1926,1935,1259354,1935
2018-04-25,1927.900024,1938,1912,1920.75,1005148,1920.75
2018-04-26,1916.800049,1939.199951,1911.25,1930.25,1961870,1930.25
2018-04-27,1933,1935.5,1912.5,1923.400024,1444252,1923.400024
2018-04-30,1930,1954.800049,1928.800049,1944.300049,1152388,1944.300049
